Protein	Ratio_0	Ratio_2	Ratio_6	Ratio_12	Ratio_18	Ratio_24
Tiprl	0.984932	1.221580	10.817310	9.689561	-1.760523	-1.147971
Tk1	0.984932	0.188339	-1.887482	0.672080	0.064510	-2.071135
Tkt	-0.150233	1.040058	-0.458542	0.313970	-0.990665	-1.130032
Tln1	-0.626144	1.301282	-0.369314	-0.530394	-0.480205	0.163760
Tlr13	-0.618958	1.221580	1.113210	-4.979045	-3.670380	-1.147971
Tm9sf2	-2.691262	2.057589	-0.126360	0.672080	0.064510	1.212887
Tm9sf3	-1.241878	1.221580	1.113210	0.672080	-3.724832	-1.147971
Tm9sf4	-0.982748	0.449654	-0.824853	0.672080	-2.509948	1.884414
Tma16	0.295653	1.221580	1.113210	0.672080	-1.882241	-1.147971
Tma7	-0.411409	2.809062	-3.887115	-2.557437	-0.778493	-2.975488
Tmed10	-0.516831	-0.447716	-0.268303	3.407291	-0.043104	-0.918634
Tmed2	-1.220572	0.264000	-0.032042	-2.102604	-2.003395	-2.094781
Tmed4	0.984932	2.868658	-1.881550	0.672080	0.064510	-1.147971
Tmed5	3.854410	-1.808358	-1.109170	3.874917	3.102058	-2.475806
Tmed9	-0.454176	0.565443	-0.497999	6.920657	-0.925101	0.805659
Tmem119	-1.608215	5.336946	0.563439	-2.173357	-2.332138	0.796710
Tmem160	3.438249	1.221580	1.113210	0.672080	-0.643091	-1.147971
Tmem256	2.367724	-1.309331	-1.175366	2.037035	0.064510	0.722589
Tmem33	-0.887684	1.380569	-0.252297	0.557501	-3.474549	2.381986
Tmem40	-0.480848	1.923710	1.113210	-2.228723	-2.587279	-1.147971
Tmem59	0.984932	-1.971499	10.488294	9.779199	-1.475690	-0.933382
Tmod3	0.984932	0.905722	-0.735111	2.495105	0.064510	-0.081737
Tmpo	0.222224	1.305610	-0.552682	0.773004	0.074450	-0.709412
Tmsb10	2.139510	0.626562	-1.185745	0.984307	2.406226	3.168577
Tmsb4x	0.436315	0.639105	0.012469	1.075842	2.025281	-0.141889
Tmx1	-0.572408	0.693843	0.458634	-0.486623	-0.804069	-0.968714
Tmx3	-1.096998	2.828436	0.043859	5.095484	2.509976	-1.357838
Tmx4	-1.033892	3.127014	1.113210	0.672080	0.064510	-1.147971
Tnfaip8	0.984932	0.381328	-1.448107	0.672080	0.064510	-0.659732
Tnpo1	-0.637585	1.120593	-0.409493	-0.701317	0.729081	-0.813626
Tnpo3	-2.649329	1.936115	-1.069528	0.672080	0.064510	-1.599888
Toe1	1.117177	2.172372	1.113210	0.672080	0.174894	-1.147971
Tomm22	-1.251832	-0.417936	0.280450	0.026213	-3.299268	-0.743562
Tomm34	-0.283418	0.925589	-0.826919	-4.348909	1.728474	-0.547452
Tomm40	-1.074268	0.902405	-0.364254	6.511770	-1.256533	-0.144698
Tomm70a	-1.012293	1.242058	-0.566441	-0.738604	-1.356814	-0.202716
Top1	-0.041377	1.177214	-0.440226	-0.163470	-0.445748	-0.158508
Top2a	-0.812321	1.057347	-0.121191	-0.183694	-0.416182	-1.190063
Top2b	-0.717288	1.312874	-0.315194	-0.978648	0.299069	-0.004876
Tox4	-0.767356	1.650155	1.113210	-3.808592	1.910008	-1.147971
Tp53bp1	-0.527880	3.273625	1.113210	-3.723416	0.759935	-1.147971
Tpd52l2	-0.034982	1.243677	-0.428169	-0.005126	0.020527	-1.455821
Tpi1	0.437514	1.253587	-0.755478	-0.175556	0.138478	-0.787162
Tpm3	-0.883573	1.133685	-0.308448	-0.122404	-0.774145	-1.329721
Tpm4	11.382786	12.713978	1.113210	0.672080	3.218874	-1.147971
Tpp2	-0.844739	1.266294	-0.735135	0.585367	-4.361359	-0.859273
Tpr	-0.521245	0.959625	-1.104129	-1.883593	1.029442	-1.159815
Tpt1	0.818720	2.367462	-0.276981	3.768063	-1.391646	-1.696235
Tpx2	-2.031978	2.724816	1.113210	-1.796008	-3.614394	-1.147971
Tra2a	0.984932	-0.032659	-0.442527	5.546563	0.064510	-0.553839
Tra2b	0.048995	0.834788	-0.561338	0.853297	1.468309	0.151819
Tradd	0.972690	1.221580	1.113210	0.672080	0.064510	-1.147971
Tram1	-1.412426	0.430225	0.932515	-3.689358	-4.484364	-2.507631
Trap1	-0.066221	2.135919	-0.321840	0.282889	-0.621579	-0.834586
Trim25	0.984932	1.221580	0.363056	-4.797365	2.415552	-1.147971
Trim28	0.620674	1.305225	-0.149353	0.646353	-0.286270	-0.892491
Trip12	-3.675708	0.941987	2.433215	-4.256687	-1.603423	-4.277995
Trip13	-1.477178	0.948803	-1.672539	-2.935895	1.739676	-1.147971
Trmt112	1.477950	2.116329	-0.439444	5.812934	-3.993341	-1.626291
Trnt1	0.984932	-0.303290	-1.158726	0.672080	0.064510	-0.376741
Trove2	0.984932	0.770824	-1.826572	0.672080	0.064510	-1.147971
Trp53i11	-0.300758	1.103835	-0.348001	0.209834	-0.935390	-0.668065
Trpv2	-3.142602	3.228572	-0.598620	-4.100294	1.734597	-1.031076
Trrap	0.984932	-3.350992	0.125815	1.339582	0.064510	-7.917493
Tsc22d4	-2.720986	4.505848	-0.008066	0.672080	0.064510	-2.879437
Tsfm	-0.056866	0.889940	-0.387655	-3.635287	1.497835	-0.757198
Tsnax	-0.421175	3.449977	1.113210	0.672080	0.064510	-1.147971
Tspan14	-2.641413	-3.026960	1.113210	-2.216044	-0.727871	-1.147971
Tspan31	0.465344	1.546605	1.113210	-3.808472	1.543699	-1.147971
Tsr1	1.226840	5.220531	-1.080248	0.672080	0.064510	-0.437729
Tsta3	-0.533046	1.221580	-4.002674	-2.451040	-1.362413	-0.055810
Tti1	0.984932	0.967511	-1.961384	0.672080	0.064510	-1.174033
Ttll12	-0.221109	3.361541	-0.825947	-2.459005	2.106135	-1.386170
Ttn	0.058840	1.595354	0.798728	2.904870	0.208126	-1.150779
Tuba1b	0.641662	1.027129	-0.204374	1.084702	-0.719009	-0.815107
Tuba4a	1.379257	0.673260	-0.455691	1.602127	-0.813296	-1.876742
Tubb2b	0.984932	2.015396	-0.507589	5.591888	0.064510	0.301226
Tubb3	0.984932	1.221580	-1.423995	0.672080	0.064510	0.584555
Tubb4b	-0.084915	1.378141	-0.599767	1.216936	-1.773977	-0.941098
Tubb5	0.344407	0.657827	-0.379762	0.197581	-0.725870	-0.783127
Tubb6	0.984932	0.614312	6.710694	5.067233	0.064510	-2.254828
Tubgcp3	0.984932	-0.388039	-0.293187	0.672080	0.064510	-1.486303
Tufm	0.035394	1.605165	-0.486967	-0.411585	-1.377133	-0.759971
Twf1	2.520778	1.221580	1.113210	-3.796951	-0.276899	-1.147971
Txlna	-0.250060	1.856235	1.113210	-3.163896	1.500685	-1.147971
Txn	0.833091	-0.691779	-0.262626	0.439983	0.588525	-0.636432
Txndc12	0.984932	1.221580	0.187529	0.672080	0.064510	0.456394
Txndc15	-0.417435	1.221580	1.113210	0.530097	0.454231	-1.147971
Txndc17	-0.538796	1.491120	-1.532586	5.119114	0.064510	0.602438
Txndc5	1.840655	0.512011	-0.664781	-2.193378	1.133076	0.055610
Txnl1	-1.039605	1.099076	0.052799	0.235666	-2.372626	-1.254622
Txnrd1	-0.905174	1.831536	-0.636113	-1.017137	-1.259114	-1.281607
Tyms	0.984932	5.740760	-1.287845	-2.673459	0.064510	-1.165767
U2af1	0.475314	1.118965	-0.025098	-0.319275	-0.927591	-0.511281
U2af2	-0.377245	0.691124	-0.525336	0.117423	-0.775639	-1.750315
U2surp	-2.368790	1.240022	-0.257208	0.642524	-1.968586	0.087612
Uap1l1	0.984932	-0.970624	-1.790223	2.182842	0.064510	-0.244049
Uba1	-0.670657	1.297185	-0.521498	0.255131	-1.315917	-1.061851
Uba2	-0.086507	2.155979	-0.609237	-1.259400	-1.217508	-2.133700
Uba52	0.595479	3.598561	1.113210	-0.184582	1.028339	-1.147971
Ubap2	-1.930733	1.591765	1.058947	-3.725452	1.643203	1.184124
Ubap2l	1.448106	1.714870	-0.231941	0.947940	-0.001519	-1.286911
Ube2c	0.984932	1.221580	2.489583	0.672080	0.064510	-3.897867
Ube2d2b	0.984932	0.543824	0.450169	7.510160	0.064510	-1.007321
Ube2i	0.276588	1.872016	0.120643	1.448863	1.439180	-0.443743
Ube2k	-0.612815	-1.345118	-1.933236	-3.129012	-0.865331	-1.135890
Ube2l3	-0.969963	0.334515	-0.318960	-0.763368	-2.077313	-1.130996
Ube2m	-0.704394	3.301804	-0.351586	-1.268382	-2.009846	-0.040728
Ube2n	0.127510	2.691825	-0.631849	-1.710513	0.259939	-0.869517
Ube2o	2.980554	1.091171	-2.952449	0.672080	0.064510	-1.147971
Ube2s	-0.911225	1.221580	1.113210	0.672080	0.064510	-1.147971
Ube2v1	-0.546981	0.050718	-0.222509	-0.818521	-1.691384	-0.185783
Ube3a	0.984932	1.221580	1.113210	-2.092347	0.195995	-1.147971
Ubfd1	3.630114	1.221580	1.113210	0.672080	-3.568746	-1.147971
Ubl5	-0.338793	1.438386	-0.031471	-3.674646	0.205789	-1.087608
Ubqln1	-3.115813	5.290686	3.837559	0.672080	0.064510	-1.147971
Ubqln2	1.156128	2.709493	-0.621538	-2.529145	2.827212	-0.473689
Ubqln4	0.984932	1.990531	0.663015	2.644442	-2.243779	-1.515047
Ubr4	0.984932	1.991486	2.526379	-5.406176	0.064510	0.687883
Ubr7	0.984932	1.221580	3.043597	0.672080	-1.513015	-1.147971
Ubtf	-0.987962	1.157153	-0.244559	0.729795	2.023654	-1.163238
Ubxn1	-1.130241	0.566880	-0.703208	0.194794	-2.633377	-1.128584
Ubxn4	0.984932	1.866885	0.016723	-1.568346	2.409464	-0.118694
Ubxn7	-0.674257	-1.209885	0.032049	-3.029223	1.805205	1.158264
Uchl3	-3.586555	1.221580	-1.062118	-3.689709	-2.982641	-1.147971
Uchl5	1.523850	0.085406	-0.461800	2.437208	-2.227505	0.501944
Ufd1l	0.984932	2.184404	-1.209837	0.672080	0.064510	-0.841299
Ufm1	0.984932	-0.349679	-0.145880	3.826187	0.064510	-1.147971
Uggt1	-0.399515	1.089593	0.049563	2.808403	0.064510	3.382683
Ugp2	-0.408905	3.335341	-0.249069	2.583602	0.064510	-0.310462
Uhrf1	-0.952857	1.715424	-0.752845	-1.639011	-0.292523	-1.052421
Umps	-1.285116	1.191664	0.009707	0.304343	-2.706894	-1.768161
Upf1	-0.680595	0.784151	0.388747	-0.461024	1.209992	-0.401511
Uqcrb	-0.881595	1.226577	-0.549480	-0.842078	1.248315	-0.781751
Uqcrc1	-0.682340	0.965347	-0.130924	-0.202054	-0.073146	-0.846934
Uqcrc2	-0.019334	0.916691	-0.548949	-0.077503	-0.307075	-0.580701
Uqcrfs1	-0.534997	1.483445	-1.839716	-1.660924	0.610810	-1.170824
Uqcrq	1.746047	0.200582	-1.157387	5.662517	2.092808	0.149804
Urb1	0.139259	-3.400127	-1.622748	-8.315144	-0.385085	-5.357862
Urod	0.984932	1.370902	-0.804889	0.672080	0.064510	-1.335416
Usmg5	1.012706	1.363671	-0.789643	2.283923	1.186858	0.380792
Uso1	-3.530739	1.221580	1.113210	-3.600139	-0.282767	-1.147971
Usp10	-1.472743	1.221580	9.790095	9.886580	0.064510	-1.147971
Usp14	-1.055774	2.145862	-0.582258	-1.609998	0.370087	-0.680238
Usp19	1.828576	2.193250	1.113210	-4.049284	-0.053777	-1.147971
Usp39	0.984932	-0.487339	-0.176867	4.601463	-0.846051	-0.694149
Usp5	-0.436612	1.080694	-0.885595	-0.261924	0.068399	-1.423219
Usp7	0.288433	0.739708	-0.768490	-4.305817	-0.811529	-0.113680
Usp9x	-0.310776	1.221580	1.113210	-4.534361	1.423796	-1.147971
Utp14a	-2.655193	-0.582320	-0.421813	-3.805175	0.292742	-1.853839
Utp15	-1.348957	1.643736	-0.623172	5.604037	-2.843070	-1.068487
Utp18	-0.869491	0.710664	-0.304640	-2.541478	-0.402229	-0.292761
Utp20	-4.678861	-2.304710	-0.042681	-2.285040	0.619407	0.070507
Utp3	0.984932	2.420779	-0.278754	3.978355	-1.965832	-1.449217
Utp6	-3.485366	0.444256	-0.835074	0.672080	-2.435370	-1.147971
Uty	0.984932	4.842786	-3.258812	0.672080	0.064510	-1.147971
Vac14	0.984932	1.221580	1.113210	-3.486543	2.614105	-1.147971
Vamp3	-1.403211	-0.227428	-0.621623	-0.203492	-0.489434	-1.186977
Vamp5	-2.058613	-0.312428	-0.169952	2.943503	0.064510	-2.114785
Vamp7	-3.637319	1.221580	10.199551	9.597142	-3.476737	-1.147971
Vamp8	-0.885813	0.653355	-1.377695	-0.078443	-2.551161	-0.999821
Vapa	-1.190737	0.826148	1.145424	-0.866237	-0.905336	-1.073417
Vapb	0.061966	6.037008	-1.254791	0.337550	-4.332654	-1.147971
Vars	-0.567027	1.100448	-0.380818	-0.002664	-0.194228	-0.662420
Vasp	-0.877676	0.678403	-0.435435	-1.639919	-0.291576	-1.441467
Vav1	-0.566500	2.185466	-0.957251	1.592596	-0.078249	0.394071
Vbp1	-1.312896	0.330120	-4.728897	0.672080	-1.870777	-1.153402
Vcl	2.918338	1.221580	1.997418	0.672080	0.827673	-2.807596
Vcp	-0.053831	1.086736	-0.372477	0.540526	-0.443748	-0.953967
Vcpip1	0.957825	1.221580	3.136249	-1.294543	1.215120	-1.147971
Vdac1	-0.214036	1.029586	-0.446426	0.737824	-0.859950	-0.390278
Vdac2	-0.703970	1.043353	-0.356213	0.422124	-0.869352	-0.384823
Vdac3	-0.173064	1.222295	-0.125665	1.030046	-0.602648	-0.036086
Vim	-0.101784	2.188413	-0.906726	-0.693933	-0.417680	-0.469319
Vit	0.984932	1.221580	0.146713	0.672080	0.064510	1.393653
Vps26a	0.051478	1.221580	1.113210	-2.618304	-2.979485	-1.147971
Vps29	-1.457292	0.390786	0.228092	-1.518218	-0.725093	2.181861
Vps35	-1.058309	1.883239	-0.208130	-0.538565	-3.256686	0.618085
Vps4b	0.984932	2.111874	-0.201167	0.672080	0.064510	0.439672
Vps53	0.984932	1.221580	-1.523529	0.672080	0.064510	-1.147971
Vrk1	-2.014965	1.724358	-0.775491	1.428371	0.070276	-0.693086
Vta1	0.146174	0.933010	-0.828395	4.524330	0.064510	-0.609041
Vti1b	-0.977607	-2.777080	1.113210	0.672080	3.127200	-1.147971
Vwa3a	0.453432	5.527534	1.113210	-3.890184	0.377543	-1.147971
Vwa5a	0.056926	2.194410	-0.850652	-4.672015	0.421685	-4.459188
Wapal	0.984932	1.221580	1.113210	1.074628	0.064510	-1.147971
Wars	-0.621432	0.555112	-0.555021	0.836640	-0.390902	-1.417491
Was	-2.481642	1.221580	1.113210	0.672080	-2.073220	-1.147971
Wasf2	0.671463	0.087986	-0.442424	-3.088755	-1.883140	0.156997
Wbp11	5.402436	0.714311	-3.225603	-4.718490	0.972255	-1.147971
Wdhd1	1.220878	0.647142	-0.517404	-3.608936	-3.993219	-1.607144
Wdr1	-1.299841	0.273692	-0.410294	0.091219	-0.896830	-0.346410
Wdr12	-0.704063	2.541019	-0.908952	-2.938117	-1.933746	-0.204223
Wdr18	0.461546	-2.274994	-2.675081	-4.304050	-0.123606	-1.147971
Wdr3	-0.510504	4.329752	-3.327185	0.672080	-3.537631	0.798114
Wdr43	-0.624769	1.283443	-2.710409	-2.821872	-0.323023	-1.423357
Wdr46	1.926033	1.195807	1.901633	-2.330389	1.349045	-2.627093
Wdr5	3.610375	0.749328	0.360041	3.827581	-2.543202	-0.321348
Wdr61	0.984932	3.134033	1.236308	3.081123	0.064510	-0.521462
Wdr73	0.984932	0.236220	0.802700	0.672080	0.064510	-3.205717
Wdr77	-0.037986	-0.902707	0.595276	-2.010864	-0.430945	-1.147971
Wdr82	-2.210252	1.348404	0.363190	1.969479	-2.862568	-0.950693
Whsc1	0.984932	-2.013159	10.233918	10.388803	0.064510	-2.013940
Wibg	-1.347293	1.221580	-2.412858	-0.646545	-0.217610	-0.225215
Wiz	2.546393	-0.080180	1.113210	0.672080	2.806887	-1.147971
Wtap	5.173651	3.093327	-0.458977	0.672080	2.332549	-0.494927
Wwp1	6.703633	1.221580	-3.205893	0.672080	0.064510	-1.147971
Xpnpep1	0.984932	-0.117589	0.241067	3.491743	1.547445	0.126950
Xpo1	-0.476558	-0.272718	-0.415187	0.941841	-3.238014	-1.347261
Xpo5	-0.979409	0.456056	-1.100559	-3.109803	0.166128	-0.069611
Xpo7	-0.352900	2.034898	-0.552029	-1.167719	-0.195544	1.274123
Xpot	0.984932	0.621797	-0.307519	0.672080	0.064510	-1.810128
Xrcc1	0.023777	1.030259	0.288961	-2.033360	0.774232	-0.174923
Xrcc5	-0.820785	1.221580	1.113210	-3.970793	1.637984	-1.147971
Xrcc6	-0.808667	-1.822938	1.113210	-4.317731	-3.432359	-0.039577
Xrn1	7.348016	1.585111	-8.886992	-6.910097	-0.507591	5.718198
Xrn2	0.860040	1.475100	-0.449916	-0.905547	0.323861	-0.018406
Yaf2	0.114530	2.473753	1.113210	-2.620692	0.445762	-1.147971
Yars	-0.490579	0.731461	-0.105524	-3.813886	-1.601017	-0.438998
Yars2	0.984932	1.600977	0.680514	0.672080	0.064510	1.129585
Ybx1	0.239294	0.430633	0.040765	-0.153527	0.196264	-1.020363
Ybx3	0.071874	0.262589	0.447957	-2.390913	-0.838560	-1.563040
Yif1b	-1.598305	0.240445	2.012156	0.090627	-1.317020	-2.458854
Yme1l1	-2.604994	0.840593	0.570071	0.672080	0.064510	-2.033935
Ythdc1	0.984932	-2.772880	1.113210	0.672080	0.064510	-0.472847
Ythdf2	-0.267503	1.276805	-2.443218	-2.438685	-0.734142	-0.119885
Ythdf3	2.356542	0.552352	-0.982995	0.800745	0.014749	-0.608081
Ywhab	-0.912648	1.468216	-0.715011	-2.147002	-0.798274	-0.886433
Ywhae	0.133858	1.655860	-1.133032	-0.071450	-1.428643	-0.895461
Ywhag	-0.786371	0.709112	-0.125310	-1.789848	-0.641850	-0.681219
Ywhah	-0.786019	1.589200	-0.460455	-0.992417	-1.571046	-0.864989
Ywhaq	-0.210860	1.435431	-0.581492	-2.336985	-0.011470	0.622440
Ywhaz	-0.212248	0.854812	-0.193827	-1.472222	-1.063134	-1.251566
Yy1	-1.639836	-1.849172	1.113210	-2.199667	-0.244922	-1.147971
Zan	-1.684200	1.221580	1.113210	-6.693066	1.011314	-1.147971
Zc3h11a	-1.162866	-2.729070	1.804439	-4.607715	-1.175039	-1.147971
Zc3h14	-1.258814	1.997951	1.113210	-3.807191	0.112153	-1.147971
Zc3h15	0.984932	4.160444	-0.834533	-0.758522	-1.936793	-0.497962
Zc3h18	-1.084737	0.368984	0.384458	-3.703375	-1.194025	-0.356522
Zc3h4	-0.691951	2.339504	-1.816956	-3.299959	1.510770	-0.690239
Zc3hav1	-1.407604	1.072669	-7.256554	-3.231907	1.594382	-1.574496
Zc3hc1	0.615912	0.055941	-1.179354	3.556871	-2.001098	0.762810
Zcchc11	1.581211	4.116724	1.113210	-0.689961	2.665600	-1.147971
Zfp207	0.264396	3.835624	-1.388145	4.412943	-2.843616	-1.301082
Zfr	4.972211	-4.038921	1.612709	-3.407254	0.949567	-1.147971
Zmpste24	2.443306	-0.395896	-0.719054	3.810035	0.064510	-0.604663
Znf22	-1.467497	1.553327	-0.289480	3.747260	3.456387	0.779995
Znf259	-1.683409	0.742582	-0.558886	-3.043202	-0.672448	-2.688007
Znf512	3.841224	-0.973238	1.113210	-3.449573	-0.004229	-1.147971
Znf593	0.984932	3.272006	-2.846451	-3.086530	-2.606939	-1.147971
Znf598	1.080551	1.221580	1.113210	-1.655067	0.064510	-1.147971
Znf622	-0.684009	-1.264031	-1.115379	-6.142560	-0.097463	-1.147971
Znf830	3.538088	1.221580	1.113210	0.672080	1.362080	-1.147971
Zranb2	0.984932	1.221580	1.113210	-5.921074	2.218457	-1.147971
Zw10	0.984932	1.793371	-1.513301	0.672080	0.064510	-0.898950
ptplad1	0.984932	-0.708055	0.859370	-0.643571	-1.000703	-0.967353
